영화명,매출액,관객수,대표국적,배급사,제작국가,감독,장르1,장르2,장르3,장르4,장르5,장르6,장르7
,,,0,,,,드라마,,,,,,
세컨드 마더,20666000,2835,0,(주)블룸즈베리리소시스리미티드,브라질,안나 무이라에르트,범죄,코미디,,,,,
미 앤 유,21213900,2833,0,오드,이탈리아,베르나르도 베르톨루치,애니메이션,,,,,,
바비,22102000,2821,2,주식회사 마운틴픽쳐스,한국,이상우,드라마,,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,공연,,,,,,
퍼스널 이펙츠,20879000,2816,2,프리비젼엔터테인먼트,미국,데이빗 홀랜더,드라마,멜로/로맨스,,,,,
펭귄-위대한 모험 2,22038300,2813,0,윤스,프랑스,뤽 자케,드라마,,,,,,
당신을 오랫동안 사랑했어요,20081000,2813,0,주식회사 마운틴픽쳐스,프랑스,필립 클로델,드라마,멜로/로맨스,,,,,
투 라이프,18676000,2811,0,주식회사 씨네룩스,프랑스,장 자크 질베르만,다큐멘터리,,,,,,
밍크코트,20743600,2809,3,㈜인디스토리,한국,"신아가,이상철",애니메이션,SF,판타지,,,,
단델리온 더스트,18616000,2805,2,주식회사 마운틴픽쳐스,미국,존 건,스릴러,공포(호러),,,,,
토리노의 말,21543000,2805,0,(재)전주국제영화제조직위원회,"헝가리,프랑스,독일,스위스,미국",벨라 타르,SF,,,,,,
플래티나 데이터,16974500,2802,1,(주)미디어데이,일본,오오토모 케이시,드라마,,,,,,
슈퍼쇼 4 3D,32204000,2801,3,(주)마인스 엔터테인먼트,한국,유호진,드라마,멜로/로맨스,,,,,
,,,0,,,,코미디,드라마,,,,,
백설공주의 마지막 키스,22643400,2800,0,㈜영화사 백두대간,"스페인,프랑스,벨기에",파블로 베르헤르,액션,,,,,,
나의 마음은 지지 않았다,18105600,2798,3,"㈜인디스토리,시네마달",한국,안해룡,범죄,드라마,미스터리,,,,
미이라 : 피라미드의 비밀,8666000,2797,2,(주)소나무픽쳐스,"미국,독일",로저 크리스찬,액션,스릴러,,,,,
설해,20767500,2796,3,"(주)마인스 엔터테인먼트,주식회사 마운틴픽쳐스",한국,김정권,다큐멘터리,,,,,,
월터 교수의 마지막 강의,19763000,2793,2,주식회사 씨네룩스,미국,팀 블레이크 넬슨,다큐멘터리,,,,,,
,,,0,,,,다큐멘터리,,,,,,
호박과 마요네즈,22959750,2787,1,(주)디스테이션,일본,토미나가 마사노리,멜로/로맨스,,,,,,
드리프트,20513000,2781,0,씨네그루(주)다우기술,호주,"벤 노트,모건 오닐",다큐멘터리,,,,,,
,,,0,,,,드라마,,,,,,
매니악 : 슬픈 살인의 기록,20662000,2780,2,(주)퍼스트런,미국,프랭크 칼폰,애니메이션,,,,,,
,,,0,,,,스릴러,범죄,,,,,
,,,0,,,,애니메이션,,,,,,
히어 애프터,20965037,2778,0,(주)엣나인필름,"폴란드,스웨덴,프랑스",매그너스 본 혼,다큐멘터리,,,,,,
아이엠 호프맨,20126000,2773,3,52DAYS FILM,한국,나현태,드라마,스릴러,,,,,
이티피 페스티벌 08X09 서태지,26632000,2764,3,(주)서태지컴퍼니,한국,서태지,미스터리,,,,,,
폭력의 역사,18558000,2757,2,(주)미로비젼,미국,데이빗 크로넨버그,드라마,,,,,,
클럽 진주군,17616000,2752,1,프리비젼엔터테인먼트,일본,사카모토 준지,멜로/로맨스,드라마,,,,,
언 애듀케이션,21023500,2750,0,1.7,영국,론 쉐르픽,드라마,,,,,,
불청객,19445000,2748,3,(주)이모션픽처스,한국,이응일,뮤지컬,드라마,코미디,,,,
굿타임,20722500,2743,2,(주)드림팩트엔터테인먼트,미국,"조쉬 사프디,베니 사프디",드라마,코미디,,,,,
푸른노을,19342200,2742,3,(주)드림팩트엔터테인먼트,한국,박규식,코미디,,,,,,
,,,0,,,,코미디,드라마,,,,,
여배우 공작단,15839000,2729,3,(주)케이알씨지,한국,전태윤,공포(호러),스릴러,,,,,
오마르,19177400,2723,0,(주)판다미디어,팔레스타인,하니 아부 아사드,멜로/로맨스,,,,,,
리멤버,20076000,2720,0,주식회사 마운틴픽쳐스,독일,안나 저스티스,범죄,,,,,,
토미카 무비,17586000,2719,1,(주)머스트씨무비릴리징컴퍼니,일본,오카모토 토모로,액션,전쟁,,,,,
,,,0,,,,드라마,,,,,,
"지난 여름, 갑자기",11346250,2702,3,(주)시네마달,한국,이송희일,액션,멜로/로맨스,스릴러,,,,
하우 투 비,19490500,2702,0,실버스푼,영국,올리버 어빙,다큐멘터리,,,,,,
사이즈의 문제,20506400,2701,0,프리비젼엔터테인먼트,이스라엘,"샤론 메이몬,에레즈 다드모르",드라마,,,,,,
REC 알이씨,21563500,2701,3,(주)영화사 진진,한국,소준문,액션,SF,,,,,
영주,21361600,2701,3,CGV아트하우스,한국,차성덕,다큐멘터리,,,,,,
겁쟁이 페달: 리라이드,18320192,2697,1,(주)미디어캐슬,일본,나베시마 오사무,판타지,,,,,,
,,,0,,,,멜로/로맨스,드라마,,,,,
,,,0,,,,액션,SF,,,,,
미세스 하이드,22220300,2688,0,(주)엣나인필름,프랑스,세르쥬 보종,코미디,드라마,,,,,
"시바, 인생을 던져",20760400,2685,3,(주)인디플러그,한국,이성규,드라마,,,,,,
,,,0,,,,멜로/로맨스,드라마,,,,,
이웃집 좀비,19620700,2678,3,㈜인디스토리,한국,"오영두,류훈,영건,장윤정",공포(호러),미스터리,스릴러,,,,
내 아내와 결혼해 주세요,20508000,2676,1,(주)스마일이엔티,일본,미야케 요시시게,드라마,,,,,,
중화 명탐정,10368000,2673,0,(주)소나무픽쳐스,중국,나지량,액션,공포(호러),,,,,
여배우는 너무해,19836400,2673,3,(주)인벤트스톤,한국,유정환,액션,드라마,범죄,,,,
디테일스,20148500,2669,2,예지림엔터테인먼트,미국,제이콥 아론 이스터스,액션,판타지,코미디,,,,
샤크어택,7885000,2664,0,(주)소나무픽쳐스,캐나다,스콧 휠러,드라마,,,,,,
행복까지 30일,19354700,2664,0,"예지림엔터테인먼트,미디어소프트",인도,M. 마니칸단,공연,사극,드라마,,,,
깨끗하고 연약한,18232600,2661,1,(유)영화사 화수분,일본,신조 타케히코,공연,,,,,,
택시,18732100,2658,0,주식회사 씨네룩스,이란,자파르 파나히,액션,SF,스릴러,,,,
웨이스트 랜드,18988000,2656,0,(주)나이너스엔터테인먼트,"브라질,영국",루시 워커,드라마,,,,,,
노블,20334500,2655,0,(주)프레인글로벌,"영국,베트남",스티븐 브래들리,애니메이션,코미디,액션,,,,
맹글혼,18253500,2653,2,(주)영화사 빅,미국,데이빗 고든 그린,범죄,스릴러,,,,,
레인보우,19510100,2649,3,㈜인디스토리,한국,신수원,뮤지컬,,,,,,
바람의 검심,20105500,2648,1,"(주)도키엔터테인먼트,예지림엔터테인먼트",일본,오오토모 케이시,드라마,코미디,,,,,
조류인간,20120700,2640,3,(주) 루스이소니도스,한국,신연식,코미디,드라마,,,,,
더 홈즈맨,17836000,2637,0,와이드 릴리즈(주),"프랑스,미국",토미 리 존스,드라마,,,,,,
브로큰,18016000,2637,0,판씨네마(주),영국,루퍼스 노리스,드라마,,,,,,
,,,0,,,,드라마,공포(호러),멜로/로맨스,,,,
,,,0,,,,가족,드라마,,,,,
나부야 나부야,14740400,2628,3,㈜인디스토리,한국,최정우,드라마,,,,,,
온 더 로드,20155500,2622,2,하준사,"미국,프랑스,영국",월터 살레스,애니메이션,,,,,,
아이다,67579000,2616,0,(주)케빈앤컴퍼니,독일,그레이엄 빅,가족,코미디,,,,,
,,,0,,,,드라마,멜로/로맨스,코미디,,,,
,,,0,,,,SF,액션,어드벤처,,,,
,,,0,,,,코미디,,,,,,
뮤즈 드론즈 월드투어 실황,36537500,2613,0,에스디시코리아 주식회사,영국,톰 커크,드라마,범죄,,,,,
더 크로니클: 뮤턴트의 반격,20126500,2613,1,(주)영화사오원,일본,제제 다카히사,애니메이션,,,,,,
망종,16886400,2612,3,(주)동숭아트센터,"한국,중국",장률,전쟁,드라마,,,,,
,,,0,,,,코미디,멜로/로맨스,드라마,,,,
엘로이즈: 그녀들의 사랑,2600000,2610,0,스크린조이,스페인,지저스 가라이,드라마,,,,,,
아르헨티나 할머니,17297500,2607,1,프리비젼엔터테인먼트,일본,나가오 나오키,공연,,,,,,
바람에 젖은 여자,19184000,2604,1,"(주)오렌지옐로우하임,홀리가든",일본,시오타 아키히코,애니메이션,액션,어드벤처,,,,
가족시네마,19200000,2602,3,골든타이드픽처스(주),한국,"신수원,이수연,김성호,홍지영",드라마,,,,,,
디브,14382400,2601,0,주식회사 디에스이이디,"아랍에미리트연합국정부,카타르,영국",나지 아부 노워,스릴러,,,,,,
사토미를 찾아라,13164000,2595,3,브릿지웍스 엔터테인먼트(주),한국,NEW PISTOL,드라마,,,,,,
,,,0,,,,드라마,,,,,,
이로도리 인생2막,5212000,2586,1,"다솔기획,(주)추억을 파는 극장",일본,미노리카와 오사무,공포(호러),,,,,,
리틀 제이콥,11336000,2581,3,데이브인터랙티브,한국,유형,멜로/로맨스,코미디,,,,,
배드 캅,12905000,2581,2,(주)영화사 안다미로,미국,제이크 메이어스,코미디,드라마,,,,,
죽은 자의 제국,19453500,2581,1,(주)프레인글로벌,일본,마키하라 료타로,다큐멘터리,,,,,,
,,,0,,,,코미디,멜로/로맨스,,,,,
태극권 2014 : 어전시위,8122000,2579,0,(주)소나무픽쳐스,중국,지아오 시아오유,판타지,드라마,,,,,
일 트로바토레,63645000,2578,2,(주)인스터피씨엠,독일,다니엘 바렌보임,애니메이션,SF,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,드라마,멜로/로맨스,,,,,
,,,0,,,,드라마,코미디,,,,,
대공습,7498000,2572,0,(주)소나무픽쳐스,노르웨이,페테르 내스,드라마,,,,,,
,,,0,,,,스릴러,드라마,미스터리,,,,
,,,0,,,,SF,액션,,,,,
플러스 원,19587100,2569,2,(주)팝엔터테인먼트,미국,데니스 일리아디스,판타지,드라마,,,,,
"바다 쪽으로, 한 뼘 더",17160000,2568,3,㈜인디스토리,한국,최지영,공포(호러),스릴러,SF,,,,
반드시 크게 들을 것,18758900,2566,3,㈜인디스토리,한국,백승화,공연,뮤지컬,,,,,
망원동 인공위성,19509200,2560,3,(주)시네마달,한국,김형주,액션,드라마,멜로/로맨스,,,,
마이 제너레이션,16793500,2559,3,아트플러스시네마네트워크,한국,노동석,드라마,가족,,,,,
미스테리어스 스킨,19400558,2555,2,찬란,"미국,네덜란드",그렉 아라키,드라마,가족,판타지,,,,
꿈꾸는 카메라,16439100,2553,2,(주)동숭아트센터,미국,"자나 브리스키,로스 카우프만",다큐멘터리,,,,,,
,,,0,,,,다큐멘터리,,,,,,
,,,0,,,,액션,범죄,드라마,,,,
,,,0,,,,애니메이션,액션,어드벤처,,,,
뷰티풀 레이디스,18899400,2541,0,(주)디스테이션,프랑스,오드리 에스트루고,코미디,드라마,,,,,
한길수,15238000,2534,3,미디어라인코리아,한국,이인수,코미디,드라마,,,,,
,,,0,,,,드라마,,,,,,
다섯은 너무 많아,13993500,2521,3,"(사)한국독립영화협회,아트플러스시네마네트워크",한국,안슬기,멜로/로맨스,드라마,,,,,
메가 스파이더,8065000,2519,2,(주)소나무픽쳐스,미국,마이크 멘데즈,전쟁,드라마,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,액션,범죄,드라마,,,,
레드 툼,15791000,2512,3,(주)따미픽쳐스,한국,구자환,드라마,,,,,,
히든,17255000,2505,0,(주)스폰지이엔티,프랑스,미카엘 하네케,드라마,,,,,,
잔다라: 더 비기닝,17946000,2502,0,(주)영화사 빅,태국,M.L. 반데바노프 데바쿤,멜로/로맨스,드라마,,,,,
메이플쏘프,21558800,2501,2,오드,미국,"펜튼 베일리,랜디 바바토",드라마,,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,SF,액션,스릴러,,,,
,,,0,,,,공포(호러),스릴러,,,,,
,,,0,,,,미스터리,드라마,,,,,
,,,0,,,,드라마,,,,,,
워터스,15930500,2494,1,프리비젼엔터테인먼트,일본,니시무라 료,스릴러,SF,액션,,,,
퍼,17194500,2492,2,(주)미로비젼,미국,스티븐 세인버그,SF,판타지,,,,,
다슬이,18282400,2492,3,어뮤즈,한국,박철순,멜로/로맨스,코미디,,,,,
아워즈,13626700,2492,2,(주)박수엔터테인먼트,미국,에릭 헤이저러,코미디,,,,,,
빙 줄리아,15952000,2491,0,(주)쇼타임,헝가리,이스트반 자보,드라마,,,,,,
나오코,16239000,2488,1,(주)영화사구안,일본,후루마야 토모유키,드라마,,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,액션,,,,,,
,,,0,,,,판타지,멜로/로맨스,액션,,,,
,,,0,,,,공연,뮤지컬,,,,,
톰 오브 핀란드,20583500,2482,0,아이 엠,"핀란드,스웨덴,덴마크,독일,미국",돔 카루코스키,애니메이션,,,,,,
헝그리 하트,17746800,2482,0,찬란,이탈리아,사베리오 코스탄조,드라마,,,,,,
해커스,7646000,2479,0,(주)소나무픽쳐스,프랑스,세드릭 히메네즈,코미디,멜로/로맨스,판타지,,,,
,,,0,,,,SF,판타지,,,,,
어떤 여인의 고백,17003500,2477,0,찬란,"프랑스,아프카니스탄",아틱 라히미,드라마,멜로/로맨스,,,,,
마이 플레이스,17478800,2477,3,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),한국,박문칠,다큐멘터리,,,,,,
살인의 강,18936500,2475,3,주식회사 마운틴픽쳐스,한국,김대현,SF,코미디,액션,,,,
브레이킹,12002000,2474,2,(주)에이블엔터테인먼트,미국,프레드랙 안토니제빅,다큐멘터리,,,,,,
여기보다 어딘가에,17071600,2472,3,㈜인디스토리,한국,이승영,드라마,,,,,,
나인 라이브즈,16656900,2465,2,(주)동숭아트센터,미국,로드리고 가르시아,다큐멘터리,,,,,,
저수지에서 건진 치타,16136000,2464,3,"㈜인디스토리,아트플러스시네마네트워크",한국,양해훈,다큐멘터리,,,,,,
집의 시간들,20524750,2463,3,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),한국,라야,드라마,,,,,,
,,,0,,,,액션,,,,,,
투란도트,64412500,2455,0,(주)케빈앤컴퍼니,독일,스테파노 포다,드라마,,,,,,
물 좀 주소,16315500,2455,3,(주)유니코리아문예투자,한국,홍현기,SF,드라마,스릴러,,,,
,,,0,,,,액션,범죄,,,,,
,,,0,,,,드라마,코미디,,,,,
데드 걸,16918500,2450,2,씨제이 씨지브이(CJ CGV)(주),미국,카렌 몬크리프,액션,,,,,,
,,,0,,,,다큐멘터리,,,,,,
"어느 날, 사랑이 걸어왔다",18497000,2449,0,(주)싸이더스,"프랑스,그리스",베노이트 필립폰,드라마,,,,,,
카라멜,17332000,2441,0,위드시네마,프랑스,나딘 라바키,애니메이션,,,,,,
내가 찍은 그녀는 최고의 슈퍼스타,16381500,2441,2,(주)스폰지이엔티,미국,톰 디칠로,전쟁,드라마,,,,,
,,,0,,,,SF,스릴러,,,,,
우리는 썰매를 탄다,18391900,2432,3,(주)콘텐츠 난다긴다,한국,김경만,애니메이션,,,,,,
히든 아이덴티티,17978000,2430,2,(주)드림팩트엔터테인먼트,미국,브래드 앤더슨,드라마,,,,,,
밤섬해적단 서울불바다,18762700,2420,3,찬란,한국,정윤석,드라마,,,,,,
,,,0,,,,멜로/로맨스,,,,,,
계몽영화,18111800,2417,3,㈜인디스토리,한국,박동훈,액션,,,,,,
겁쟁이 페달: 스페어바이크,18060000,2415,1,(주)미디어캐슬,일본,나베시마 오사무,SF,액션,,,,,
,,,0,,,,다큐멘터리,,,,,,
,,,0,,,,다큐멘터리,,,,,,
독도의 영웅들,11203000,2414,3,퓨어웨이픽쳐스,한국,권순도,애니메이션,,,,,,
아메리칸 패스토럴,18136900,2413,2,(주)드림팩트엔터테인먼트,미국,이완 맥그리거,스릴러,드라마,,,,,
로크,17832000,2412,2,(주)팝엔터테인먼트,"미국,영국",스티븐 나이트,액션,,,,,,
막걸스,15993500,2410,3,(주)드림팩트엔터테인먼트,한국,김기영,드라마,,,,,,
,,,0,,,,스릴러,,,,,,
,,,0,,,,코미디,스릴러,,,,,
,,,0,,,,공연,,,,,,
화이트 갓,18440200,2403,0,(주)나이너스엔터테인먼트,"헝가리,독일,스웨덴",코르넬 문드럭초,코미디,액션,,,,,
,,,0,,,,액션,범죄,스릴러,,,,
마틸다: 황제의 연인,19711650,2395,0,(주)영화사오원,러시아,알렉세이 유치텔,드라마,,,,,,
,,,0,,,,범죄,드라마,스릴러,,,,
패스트푸드 네이션,16379000,2387,0,판씨네마(주),"영국,미국",리차드 링클레이터,드라마,,,,,,
쉿! 그녀에겐 비밀이에요,15008500,2382,3,(주)스튜디오이쩜영,한국,이인수,다큐멘터리,,,,,,
초이스,20286100,2380,2,(주)박수엔터테인먼트,미국,로스 캐츠,공포(호러),,,,,,
,,,0,,,,멜로/로맨스,,,,,,
,,,0,,,,공연,,,,,,
,,,0,,,,애니메이션,,,,,,
,,,0,,,,애니메이션,,,,,,
,,,0,,,,애니메이션,판타지,드라마,,,,
,,,0,,,,공연,,,,,,
뉴타입 히어로 얏타맨,14417500,2368,1,예지림엔터테인먼트,일본,"히시다 마사카즈,사사가와 히로시",멜로/로맨스,,,,,,
,,,0,,,,드라마,,,,,,
웰컴 투 사우스,18298000,2368,0,(주)나이너스엔터테인먼트,이탈리아,루카 미니에로,범죄,스릴러,드라마,,,,
더 코브: 슬픈 돌고래의 진실,16165500,2365,2,(주)스폰지이엔티,미국,루이 시호요스,다큐멘터리,,,,,,
,,,0,,,,드라마,코미디,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,판타지,공포(호러),,,,,
,,,0,,,,액션,,,,,,
,,,0,,,,드라마,,,,,,
일렉트릭 미스트,18777500,2360,2,2.6,미국,베르트랑 타베르니에,드라마,,,,,,
,,,0,,,,공연,드라마,멜로/로맨스,,,,
,,,0,,,,스릴러,액션,어드벤처,,,,
탱고 위드 미,15718500,2350,0,(주)에스와이코마드,"벨기에,프랑스,룩셈부르크",프레더릭 폰테인,멜로/로맨스,드라마,,,,,
사일런트 웨딩,16998500,2348,0,프리비젼엔터테인먼트,루마니아,호라티우 말라엘,SF,액션,전쟁,,,,
오늘영화,17273200,2348,3,(주)인디플러그,한국,"윤성호,강경태,구교환,이옥섭",드라마,범죄,,,,,
스틸 플라워,16689300,2345,3,㈜인디스토리,한국,박석영,코미디,드라마,,,,,
,,,0,,,,드라마,전쟁,,,,,
,,,0,,,,드라마,,,,,,
시선 사이,17660200,2344,3,(주)영화사 진진,한국,"최익환,이광국",드라마,가족,,,,,
컨트롤,15078100,2344,0,서울엠피필름(주),"홍콩,중국",필국지,액션,드라마,스릴러,,,,
,,,0,,,,공연,,,,,,
,,,0,,,,드라마,범죄,,,,,
,,,0,,,,서부극(웨스턴),액션,,,,,
땅의 여자,16179500,2336,3,시네마달,한국,권우정,드라마,,,,,,
,,,0,,,,드라마,다큐멘터리,,,,,
,,,0,,,,드라마,코미디,,,,,
못,16675600,2329,3,주식회사 마운틴픽쳐스,한국,서호빈,액션,공포(호러),SF,스릴러,,,
